,title,price,img,post,condition
10,2 metal twin bed frames,150,https://images.craigslist.org/00000_cJlhq8NWHKx_600x450.jpg,Have to red metal twin bed frames $150,like new
11,Matching Side Tables,40,https://images.craigslist.org/00707_8uqkz63CFIL_600x450.jpg,Matching side tables $40 obo. Light scratches on top as seen in pics.,good
12,Vintage Chair,15,https://images.craigslist.org/01717_fMH6ORcPYHe_600x450.jpg,"For sale is a vintage school chair, one that could be refinished and restored. It is solid wood, with incredible craftsmanship. The dimensions of the chair are 18"" wide x 16"" deep x 36.5"" tall. Wonderful chair that I've had for decades, but time to downsize. Asking $15 or best offer.",good
13,Large Round Bernhardt Dining Table,800,https://images.craigslist.org/01313_iUBfjAPxODb_600x450.jpg,"GORGEOUS Large Bernhardt Dining Table 
60” Round Table Top
No chairs included 
Fantastic condition, basically brand new.

Will need truck to pick up. 
Willing to deliver for extra fee.",like new
14,Table Legs,12,https://images.craigslist.org/00w0w_l8M3CoHqOu0_600x450.jpg,"Table Legs, about 100 available. $12 each.
29"" Long, Base is 2 - 1/4"" L x 2 - 1/4"" W.
A couple of these are up at the shop for samples, but the majority of these are at our second salvage yard which we show by appointment only. Call for scheduling!  show contact info
.

Find this and much more at Paul's Place... DOORS, WINDOWS, TUBS, SINKS, LUMBER, ARCHITECTURAL SALVAGE, ANTIQUE LIGHTING, COLLECTIBLES... AND LIGHTING RESTORATION!

Shop is open FRI & SAT 10am - 5pm & SUN 12 - 5pm
Second Salvage yard by appointment only.
1009 Overbrook Road
Richmond, VA 23220
804-228-999nine 
www.paulsplaceonline.com",excellent
15,4 piece Living Room/Den Set,300,https://images.craigslist.org/00b0b_fXISzGBfgeU_600x450.jpg,"Lovely living room/Den set. Multi colored with ottoman with pillow, chair, sofa, and table.
Has lived in a smoke, child, and pet free environment all its life!",excellent
16,Mirror and Dresser,190,https://images.craigslist.org/00909_kUPZDgoM9Xv_600x450.jpg,"Vintage look/ shabby chic, not sure how old.  Light green (mint) milk paint dresser.  Mirror can be separated from the dresser for travel or preference.  Has 4 drawers, and is real wood not particle board.",good
17,K & E Camera or Surveyor's Solid Oak Tripod,155,https://images.craigslist.org/01313_iZlpj7vt4ce_600x450.jpg,"Turn this into a Floor Lamp!
Keuffel and Esser, Hoboken NJ

Please reach out by email if you would like to make an appointment to see this piece in person. Kindly give some idea of your best days and times to meet when requesting an appointment. I am located on W. Broad Street near Belvidere in the First Fridays Arts District.",excellent
18,Gold Rattan Wicker Arch Top Wall Mirror,85,https://images.craigslist.org/00A0A_iRj6jOuq8it_600x450.jpg,"Unusual eclectic vintage wrapped wicker or rattan mirror, circa 1960-70s, marked Culver City, CA (Los Angeles). Suited to traditional OR tropical looks. We love the texture of the natural materials used, and the tombstone arch top shape. Appears as if it was originally natural in color, but has had a light misting of antique gold paint applied at some time in the past where parts of the natural still show through for an interesting addition of even more depth. Excellent vintage condition.

Please reach out by email if you would like to make an appointment to see this piece in person. Kindly give some idea of your best days and times to meet when requesting an appointment. I am located on W. Broad Street near Belvidere in the First Fridays Arts District.",excellent
19,Tripod Pedestal Iron Bistro Table With Pink Granite Round Top,395,https://images.craigslist.org/00I0I_gyJ5EUQwMyp_600x450.jpg,"Exceptionally versatile round stone top table with a hefty cast iron three-leg base. Stone is variegated pinks, whites and grays and we believe it may be pink granite or marble. Some light surface scratches due to age, but no cracks or chips. The iron base has a fresh coat of dark gray matte paint. Top rests on base under its own weight, and is easily detached for ease of moving. This table would be equally at home as a tall bedside nightstand, a side table for a lamp or drinks, or on the sun porch or patio or even in the garden as dining table. No maker's markings, but a very nice quality solid piece. Spread distance between legs at floor is 23.5"" wide.

Please reach out by email if you would like to make an appointment to see this piece. When you write, kindly give some idea of your best days and times to meet.",excellent
20,14 school desk,,https://images.craigslist.org/00s0s_kIIokWQBQRk_600x450.jpg,I have 14 school desk  $25 a piece make offer for all,fair
21,Twin Bed,150,https://images.craigslist.org/00m0m_14RwxZcbsD0_600x450.jpg,"Twin bed set includes mattress, box spring, and rails (not pictured).  Originally purchased in summer 2019 from The Original Mattress Factory.",excellent
22,THIS END UP small table,35,https://images.craigslist.org/00h0h_6OEcpcqTrxC_600x450.jpg,"This and a small stackable table… Very good shape...Perfect in table, bedside table, stackable shelves… Etc.

$35/OBO",good
23,Solid wood in table/bedside table,30,https://images.craigslist.org/00m0m_8fLeaOxGGA8_600x450.jpg,"Solid wood end table or bedside table with sliding door very sturdy

30/obo",fair
24,Dining..( room Queen Anne,5450,https://images.craigslist.org/01515_dYc0pMZjK9I_600x450.jpg,"Table with four corner legs and two leaf extensions, 2 arm chairs and 6 side chairs, server and lighted china cabinet, all solid cherry.
Excellent condition, can deliver from model home.",new
25,Large brown swivel chair,30,https://images.craigslist.org/00Z0Z_6UXMBsRMkJn_600x450.jpg,"Like new, barely used. Large dark brown swivel chair. The back and lower half of the chair is faux leather, and seat/armrests are soft comfy material. Also comes with 2 throw pillows. Must pick up, can’t deliver.",like new
26,Living room furnitures,2200,https://images.craigslist.org/00808_4qnRFSHnaFm_600x450.jpg,"Beautiful Italian living room furniture in execellent conditions.pet free smoke free home.looks like new.marbol tables.price $2200. Or best offer.
The last picture shows the price for one piece that sales at Wayfair.",like new
27,Living room furnitures,2200,https://images.craigslist.org/00808_4qnRFSHnaFm_600x450.jpg,"Beautiful Italian living room furniture in execellent conditions.pet free smoke free home.looks like new.marbol tables.price $2200. Or best offer.
The last picture shows the price for one piece that sales at Wayfair.",like new
28,"""yoga"" chaise lounge chair",100,https://images.craigslist.org/00u0u_3RkATS7dMbV_600x450.jpg,"This is a ""yoga"" chaise lounge chair. For intimate ""couple's yoga"". I purchased this as a surprise for my GF. HOWEVER, I found out that's the type of thing you're supposed to talk about before purchasing. She wasn't interested in it. So I am selling it. It's like new, I haven't even attached the feet that come with it. They are still in the bag with required hardware. The picture is the stock photo from when I purchased it.",like new
29,Vintage Diner Table!,20,https://images.craigslist.org/00Y0Y_cYhiioRuoDN_600x450.jpg,"Green/yellow top with metal rim. Subtle marker/pen marks from drawing on top. Metal legs have a bit of rust on them so they could use some sandpapering! 

47"" long
30"" wide
30"" tall",fair
30,Brand New Record/Book Shelf!,20,https://images.craigslist.org/00Q0Q_eSModeUSAlR_600x450.jpg,"Brand New black 9-cube book shelf! 

44"" long
15.5"" wide
44"" tall
Cubes: 13"" x 13""",like new
31,VINTAGE RATTAN SOFA & CHAIR SET,250,https://images.craigslist.org/00Z0Z_jdCIAhsrpYX_600x450.jpg,"This wonderful vintage rattan sofa and two chair set also includes the little side table that was originally purchased by my parents in the late 1940's.  It was originally blond and I remember my Dad painting it green maybe in the late '50's and then black in the '60's.  The cushions were recovered in yellow naugahyde many years ago and they might clean up but they are a tad dirty and stained.  You can't buy furniture this well made now.   The sofa is 69"" W X 32"" tall X 35"" deep and the chairs are 27"" wide X 32"" tall X 32"" deep.  The table is 24"" long X 14"" wide X 21"" tall.  They are a treasure! Call  show contact info
 (Sorry the pictures are a but dull my flash wasn't working)",good
32,Wooden crates,30,https://images.craigslist.org/01414_5UJCZQjuADG_600x450.jpg,Here are some rustic shabby chic crates to add details to your space. Make an offer.,excellent
33,Vintage Stone Table as seen on Wayfair.com,100,https://images.craigslist.org/00F0F_D0kXs1nSBq_600x450.jpg,"Beautiful sculptural stone table, as seen formerly on Wayfair for $400. The glass has some slight surface scratches (not pictured). There are some chips in the stone that are shown in the pictures. The sphere unscrews for easy transport. I love this table but just don’t have the space for it.

P.S. I can deliver anywhere in the Richmond area! E-mail me to check it out!",good
34,Huge sectional,1500,https://images.craigslist.org/01515_fs35k0luQ3a_600x450.jpg,"Huge sectional is great condition. Less than 3 years old, bought it for a house on the south side with a huge living room, then moved to the Fan, where it fits, but isn’t practical. Selling to downgrade the size. Machine washable covers, fabric protection, sleeps three adult comfortably, really is a fantastic couch. Sad to see it go!

Dimensions:
Chaise: 68” x 41”
Left facing back: 96” long
Right facing (chaise included) back: 150”",excellent
35,Living room furnitures,2200,https://images.craigslist.org/00808_4qnRFSHnaFm_600x450.jpg,"Beautiful Italian living room furniture in execellent conditions.pet free smoke free home.looks like new.marbol tables.price $2200. Or best offer.
The last picture shows the price for one piece that sales at Wayfair.",like new
36,Mid-century Modern Cube Table Pedestal,25,https://images.craigslist.org/00y0y_3EePLB4WekM_600x450.jpg,"Accentuate any space with this mid-century modern Cube Table Pedestal. Perfect to use as an end table or elevate artwork this durable cube table pedestal is ideal as part of your home decor. . Place it next to a sofa or utilize it as a small coffee table in tight spaces.The smooth finish will highlight a myriad of items and create an elegant look in any environment.

In excellent condition with an unnoticeable chip on the corner.",excellent
37,Desk w/ printer stand,100,https://images.craigslist.org/00p0p_bt0hSQlcLPb_600x450.jpg,"Large desk for sale! 5'3'' long w/ drawers and printer stand. I am moving to a smaller apartment, or else I would be keeping it. Cash only.",good
38,Bedroom king Tuscan style,3950,https://images.craigslist.org/00v0v_fi5rDqKcMzf_600x450.jpg,"Solid mahogany king bed.
Two nightstands, dresser with mirror and chest.
Will deliver, staging furniture, never used.",new
39,8 Spacious for with Sofa with Wedge and,1325,https://images.craigslist.org/00n0n_iCjqFthnQOR_600x450.jpg,"It’s time to create the perfect seating arrangement with this ultra comfortable set in a tweed pattern of neutrals. Accommodating any décor with browns, slate grey, alabaster and charcoal colors. Classy Sofa with attached Wedge and Love Seat. All accent pillows included with set. Trendy Navajo design can add drama to your décor. The textured upholstery is easy to maintain and clean while retaining a Chic Silhouette. Pocketed coils and Hardwood frames complete this package. Top Designer used for mere weeks which means it’s in Brand new condition at a used price. Get it before your next family movie night. We can get it to you quickly as we offer Free Delivery. 
Just give us a call.",new
40,Sofa (6 Piece Power Reclining Sectional with 3 Reclining Seats negoti*,2000,https://images.craigslist.org/00d0d_lfNIh6MntAm_600x450.jpg,"Gray Right-Facing Sofa; two reading lights, cup holders and both traditional and USB outlets. 
*price is negotiable*",like new
41,Graceful and Refined..home Queen Bedroom Set,2799,https://images.craigslist.org/00C0C_eyXyzrN9fGJ_600x450.jpg,"Looking for that Graceful and Refined look at less than ½ the cost? Look no further. Excellent condition as ONLY used for builders design home shortly. Solid oak Set includes, Queen Bed, chest of drawers, 1 Nightstand, dresser and mirror all the pieces you need to enhance the look of your Master bedroom. Storage is plentiful with fully extendable drawers offering seamless operation when opening or closing. Upholstered Head Board is easily maintained with a chenille fabric. Contact me for dimensions, more details or to see in person. Easily delivered to your home by us with no Cost to you.
Make your dreams come true by Calling As Time is of the essence.",new
42,White Metal Chairs,25,https://images.craigslist.org/00C0C_bYEaY1TQ2KZ_600x450.jpg,"White Metal Chairs 
Excellent/Like New Condition 

Total Number of Chairs: 8

Purchase Price: 2 chairs for $100

Only will sell in pairs 

2 Chairs for $50 
4 Chairs for $80 
8 Chairs for $150",like new
43,Brass Bar Car,25,https://images.craigslist.org/00404_3EmAmtiWai1_600x450.jpg,"Target - Brass and wood bar cart - $25.00

33"" Tall x 24"" Wide x 16.5"" Deep 

Excellent condition.  One wheel is slightly bent but it stands evenly.",good
44,"Storage Cabinets, Hutches, Book Cases, File Cabinets, Storage Pedestal",99,https://images.craigslist.org/00404_4dKsWSr2A5Z_600x450.jpg,"Call Now  show contact info


High quality office furniture for affordable prices.
Our products come with a 5 year warranty.
We offer delivery and installation.
Don't settle for the big chain stores and there marked up prices.
Best in the business for office furniture.

Chairs, Desks, Storage, Reception Area, Conference Tables, Lobby, Mesh, Leather, Fabric, Ergonomic, And Many More!",new
45,Table lamp,10,https://images.craigslist.org/00R0R_4etQ7K8hm4B_600x450.jpg,"Table lamp for sale. Must be picked up by Thursday, Jan 30 between 10am-4pm",like new
46,End table,25,https://images.craigslist.org/00Z0Z_2Zy63lCgL3X_600x450.jpg,"End table for sale. Must be picked up by Thursday, Jan 30 between 10am-4pm.",excellent
47,"Two tall filing cabinets, $25 each",25,https://images.craigslist.org/00L0L_habuIdzk9EK_600x450.jpg,"Two tall filing cabinets for sale, $25 each. One grey and one tan filing cabinet. Must be picked up by Thursday, Jan 30, between 10am-4pm",like new
48,Wooden file cabinet,35,https://images.craigslist.org/00P0P_3dmJZoOm8cM_600x450.jpg,Wooden file cabinet for sale by owner. Must pick up between 10am-4pm by Thursday (1-30-2020). No moving assistance available.,good
49,4 Person Computer Table,50,https://images.craigslist.org/00Y0Y_1wwwVczvHgL_600x450.jpg,"4 person computer table for sale by owner. No delivery, pick up only between hours of 10am-4pm by Thursday (1-30-2020) No moving assistance available. First come first serve.",like new
50,Walmart TV stand,25,https://images.craigslist.org/00101_cNVDCJo7sFu_600x450.jpg,5 year old TV stand purchased from Walmart. TV pictured on top is 42 inches for reference (which is also for sale for 120!). Has side shelfs with multiple layers for storage space. Has held up well over those years but recently upgraded to a bigger TV.,good
51,Coffee table perfect for game nights with friends & fam,145,https://images.craigslist.org/01515_54GGt8skIsD_600x450.jpg,"Beautiful wooden coffee table with subtle pattern and warm hues. Perfect for game nights and hosting. Great condition with expected wear & tear from age. 

Dimensions: 36"" x 36"" x 18""",excellent
52,Sectional Sofa & Ottoman | Sofa and Loveseat Sale!,,https://images.craigslist.org/01717_gLiI0gPIvGc_600x450.jpg,"Store Website: www.FurnishingStandards.com
 Living Room Sectional Sofa www.FurnishingStandards.com/living-room/sectional-sofaA home's ambiance is set by the furniture it contains. Sectional sofas are the anchor furniture for any room, so choosing the right one is critical to achieving the style wanted in a room. Furnishing Standards collection of sectional sofas is diverse enough, and there is a sofa sure to match any home's décor. They have a wide variety of colors and materials, so regardless if a house has a contemporary or rustic design, one of Furnishing Standards sectional sofas will fit right into the home. You can also find them in many layouts such as corner sofas and L shaped sofas. Furnishing Standards sectional sofas are comfortable and made of durable material, ensuring years of comfortable use when you are busy entertaining or enjoying a relaxing evening at home.

 Living Room Sofa & Loveseat Set www.FurnishingStandards.com/living-room/sofa-setIf you're looking for living room sets for sale online, Furnishing Standards has several options sure to satisfy the pickiest shopper. We have a myriad of styles of living room sets, and if you want to narrow your options to something more specific than your current filter of ""Search: sofa loveseat"", such as finding living room sets. Furnishing Standards is the best place to shop if you're looking for where to buy living room sets online.

  www.FurnishingStandards.com",new
53,PRICE REDUCTION **Large Zebra Print Mirror!!**,45,https://images.craigslist.org/00G0G_kElJIeYMr5F_600x450.jpg,"Beautiful, large, zebra print mirror for sale!! This mirror can be propped up against the wall or hung on either end  (vertical AND horizontal!!!). Don't pass up this deal! Large mirrors are SO pricey, even in discount stores. 

I live on the third floor of an apartment building with no elevator. I can help carry it down, but you will need to transport it yourself.",excellent
54,**Classic Wood Dresser!!**,125,https://images.craigslist.org/00r0r_eWmly4yv6Ra_600x450.jpg,"This classic wood dresser is timeless and the medium brown stain goes with everything!! All 4 drawers are deep and hold a ton of stuff. I am not sure as to what kind of wood it is, but I purchased this at an antique store. I am moving and cannot take it with me. 

I live on the third floor of an apartment building with no elevator. I can help carry it down, but you will need to transport it yourself.",excellent
55,Industrial trestle style(Dining set ),1494,https://images.craigslist.org/00U0U_2z2nSyTs0up_600x450.jpg,"Industrial trestle iron base table has matching bench, 4 tufted back upholstered with tan Burlap linen chairs, solid oak wood.
Model home set, have a truck can help with transportation.",new
56,Large area rug (6’7” x 9’),75,https://images.craigslist.org/00808_6fGPF0TlIgB_600x450.jpg,Black and white pattern on large area rug (6’7” x 9’). In like-new condition.,like new
57,Pouf ottoman from CB2,25,https://images.craigslist.org/00V0V_4mvfs1Ygw31_600x450.jpg,"Excellent condition pouf ottoman.  Zippered and refillable.  Very comfortable and stylish.  A staple for any room and great for small spaces!

Originally bought from CB2 for $129. Here's the description and link from their site:
Bold black diamonds link in X effect on handmade dhurrie with ivory cotton-blend background. Squares up as soft seating or stand-alone ottoman. xbase pouf is a CB2 exclusive.

https://www.cb2.com/xbase-pouf/s449927

Always been in a house with no smoking and no pets. We love this, but no longer need. Asking $35 obo.

CB2, West Elm, Crate & Barrel",excellent
58,Pair of gold mirrors,120,https://images.craigslist.org/01313_afXOvflEdgR_600x450.jpg,"Pair of mirrors in very good condition, barely used with no apparent wear or damage. Each is 28"" x 32""",like new
59,Danish Teak Desk and More!,300,https://images.craigslist.org/00d0d_9rn6mVGArOJ_600x450.jpg,"Danish teak desk, chair, bookcase, and standing mirror for sale by original owner. Purchased 1982, and well cared for. Desk top slides back to show hanging file supports. 
I will prefer to sell as group, but will consider sale of pieces separately. 

UPDATE: Mirror has sold. Price adjusted accordingly. 


Desk: 29""H x 45.5""W x 24""D

Bookcase: 29.5""H x 35""W x 11.25""D",good
60,Autonomous MyoChair Black - Ergonomic Office Chair,150,https://images.craigslist.org/00K0K_aCH0kdwbUi0_600x450.jpg,"Had this chair in it's box for a month before my room was ready for it, just built it last week, and I just don't fit in it very well, unfortunately. 

It's a pretty simple, sturdy chair. I bought it straight from the manufacturer, Autonomous, and they make fantastic office furniture. Not pictured is the leg rest that I didn't install. I will include that, with the tools and instructions, and drive the chair out to you if needed.

Product info from the website:
https://www.autonomous.ai/office-chairs/ergonomic-computer-chair?option1508=1765

""This ergonomic computer chair features an adjustable headrest and extendable footrest, so you can easily recline and stretch out whenever you feel the need. The seamless tilt mechanism and perfectly balanced design make movement a breeze, while the breathable mesh cradles your back for the perfect amount of support.""

Dimensions:	28” - 45”L x 28”W x 45” - 49”H
Seat dimensions:	19”L x 19”W
Seat height:	18” - 21.7”
Back dimensions:	21”W x 22”H
Tilt range:	24°
Caster wheel's diameter:	2 inches
Number of caster wheels:	5 pieces
Materials:	Polyester fabric with molded foam interior and durable nylon plastic frame.
Weight capacity:	250 lbs
Item weight w/o headrest and footrest: 33.7 lbs
w headrest and footrest: 45 lbs
Adjustability	Headrest, armrest, back tilt angle, seat height, footrest.""",like new
61,Kelim Wool Rug 5.5' x 8' by HAY (Danish Designer),300,https://images.craigslist.org/00Q0Q_7IDzCxug213_600x450.jpg,"I am selling my HAY Moire kelim wool rug, 5.5' x 8' for $300—retails for $495 + tax/shipping. HAY is a high-end Danish brand found in stores such as Design Within Reach.

It was only used briefly (maybe 3 months) before I refinished my floors and decided I no longer wanted an area rug.

Pet-free home, exceptionally clean. The rug is basically brand new. The last photo shows it in my own home. The first two are stock photos.

https://us.hay.com/rugs/moir%C3%A9-kelim-rug/2515023.html

Please contact me if you are interested. Cash only please. Buyer responsible for pick-up at my home in the Fan.

Thanks,
Kristen",new
62,World Market Desk,200,https://images.craigslist.org/00g0g_efr9YMLM0fl_600x450.jpg,"World Market desk from 2017. White, sort of a very glossy plastic type material. 59"" wide, 23"" deep, and 30"" tall Legs are metal. Wood monitor stand not included. Pick up only.",like new
63,IKEA desk,130,https://images.craigslist.org/00r0r_6KmmlFVUKVj_600x450.jpg,"Dark grey wooden desk from ikea. In fair condition with scratches on front and right side of tabletop.

Pickup and cash only.",fair
64,Dining/Kitchen wooden table,95,https://images.craigslist.org/00N0N_iizYFQQxTIi_600x450.jpg,Creamy solid white wood table seats six.,good
65,Antique Side Table,250,https://images.craigslist.org/00v0v_bDElci3noD6_600x450.jpg,Two drawer side table. Age unknown.,good
66,Two white wooden counter stools,15,https://images.craigslist.org/00z0z_4pSfEgmRdOO_600x450.jpg,Two white wood stools,good
67,Very comfortable armchair,20,https://images.craigslist.org/00N0N_7qZaogt2prt_600x450.jpg,Modern armchair. Very comfortable. Email if interested. Pick up location near the Diamond.,good
68,Oak top with curved steel base table and chairs,1825,https://images.craigslist.org/00G0G_ddeOLGJy19P_600x450.jpg,"French Industrial style table with oak distressed top with curved steel base,
6 tan burlap tufted linen chairs, model home set.
Like new, delivery included. 
Call :  show contact info",new
69,MCM Arthur Umanoff Barstools,342,https://images.craigslist.org/00n0n_e7Vt77EcS39_600x450.jpg,"Pair of Arthur Umanoff mid century modern barstools- keepsake find with slatted and swivel seats showing minimal signs of wear 

43 ½h x 16 ½w x 15 ½d",good
70,Mod Style Accent Chairs,185,https://images.craigslist.org/00w0w_bsijgjhGu1b_600x450.jpg,"Pair of mod clockwork orange style chairs- near perfect condition
one chair slightly warmer in color $185

29h x 25w x 19d",excellent
71,VARIDESK Standing Desk Solution Pro 30,150,https://images.craigslist.org/00L0L_gh5G1t4ESJO_600x450.jpg,"Brand new in box never been opened.

From The Manufacturer - 
The Pro 30 is a standing desk sized to accommodate those with single-monitor setups or those with limited space. The single, large display surface gives you a spacious work area for documents, accessories and all the essentials. Like all VARIDESK stand up desk models, the Pro 30 features our patented, spring-assisted lift mechanism that allows you to raise and lower it almost effortlessly in just seconds, making it a true sit stand desk. It can hold up to 35 lbs. (15.8 kg) with ease and stays sturdy and stable even at its fully extended height.

Dimensions:
Desk: 30"" X 27"" Height: 0.5"" – 16""",new
72,Organizer,25,https://images.craigslist.org/00l0l_1puJvkL9Yp_600x450.jpg,Organizer with fabric drawers.,like new
73,Gold 3 Tier Rolling Cart,25,https://images.craigslist.org/00y0y_7GRiDWCMuzn_600x450.jpg,"Gold 3 tier rolling cart on wheels, like new!",like new
74,Living room furnitures,2200,https://images.craigslist.org/00808_4qnRFSHnaFm_600x450.jpg,"Beautiful Italian living room furniture in execellent conditions.pet free smoke free home.looks like new.marbol tables.price $2200. Or best offer.
The last picture shows the price for one piece that sales at Wayfair.",like new
75,Living room furnitures,2200,https://images.craigslist.org/00808_4qnRFSHnaFm_600x450.jpg,"Beautiful Italian living room furniture in execellent conditions.pet free smoke free home.looks like new.marbol tables.price $2200. Or best offer.
The last picture shows the price for one piece that sales at Wayfair.",like new
