,title,price,img,post,condition
60,Real Gold fabric two toned shawl. Handmade in India. LIKE NEW,100,https://images.craigslist.org/00w0w_4X011Ozz7nd_600x450.jpg,"Please do not try to negotiate the price this is what I’m selling it for I’m just trying to make some room in my house I am not desperate to sell this, but I think it’s a good deal.Stand out in the crowd when you wear this shawl.PORCH PICK UP ONLY ON WEST GRACE STREET..Cant meet or deliver. This scarf can be worn all year round.HAS PURPLE,BLUE,RED AND GOLD in it. Price is FIRM. Cash only. Not accepting less. Worn for 2 hrs last year. Clean and well cared for. More beautiful in person.Smoke free home. I need the money to get to work this week. I paid 250 and bought it near the Winchester Mystery House in California. Im upset that I have to sell it. Please dont offer less. Its very special to me. I bought it for my bday.",like new
61,David's Bridal Wisteria bridesmaids dress.(PURPLE GOWN)New.SIZE 6,50,https://images.craigslist.org/00R0R_bGMlE5Aen1H_600x450.jpg,"PORCH PICK UP ONLY ON WEST GRACE STREET.CANT MEET OR DELIVER.post will be removed once item is GONE. This dress is more stunning in person then in the pictures.Please,only serious inquiries only.See all pictures.Can try on before buying.DELETED WHEN SOLD.Reduced from 75$.185$ after tax(see 2nd picture for proof)Brand new with tags attached. Was going to use for a wedding dress, but went with something else.SIZE 6.Unaltered. Never tried on. Only tried on store sample. Smoke free home. Thanks for looking Read Less",new
62,"Entire kitchen (cabinets, countertops, appliances) + bathroom vanity",3000,https://images.craigslist.org/00f0f_d0r4YIM4jNw_600x450.jpg,"Hi,

I am selling entire kitchen as is including all cabinets, granite countertop and appliances (fridge, stove/oven, microwave, dishwasher, sink) + matching bathroom vanity with sink and granite countertop. Everything is in excellent condition, but it isn't my style, so I am trying to sell it all and then build a new one. Price is $3000 for everything or best offer (14 cabinets, 4 appliances, 2 granite countertops, 2 sinks). No low ball offers. 

*Only selling all appliances together, no individual sales.

Text or call for more details. Thank you!",excellent
63,2003 Lexus GX470,9700,https://images.craigslist.org/00q0q_6xEAGeH70NR_600x450.jpg,"150k On her. 3rd owner super clean GX470! Runs like a top. No issues at all. Getting rid of it because we are moving and selling both cars! No rust to speak of. Non navigation so it’s easy to swap the head unit for a touch screen. No modifications done. Vehicle can come with 3” rear radflo 2.5 shocks if you want. I got them for another project and never used them. It’s been a really great vehicle for us, but it’s time to get a truck. I have loads of history noted and am happy to provide it.",
64,10 gallon Fish Tank with Betta and ALL accessories,95,https://images.craigslist.org/00y0y_j9cKGVrcuqd_600x450.jpg,"Hello, due to personal circumstances I am unable to keep my tanks and am looking for a good home for my fish. I am asking for an adoption fee but my preference will be someone who knows how to care for fish over someone able to offer more. I have two tanks - a 10 gallon with a male betta and a 20 gallon with 5 cloud mountain minnows and 2 upside-down catfish. 

10 gallon with Blue Male Betta
Comes with:

Short list:
Male blue betta (his name is Bellamy but I have a feeling he doesn't know it so feel free to give him a new one)
Elive Aqua Duo 10 Gallon tank
Glass top
Elive filter (with live plant option)
Cascade 300 filter 
1 extra filter cartridge 
Decky aquarium light (adjustable + customizable)   + remote
50 W Heater w/ guard
Thermometer 
Ceramic bridge decor 
Bioactive substrate 
Two anubias 
Long tweezers
Stress coat+ (makes tap water safe)
Extra light 
Timer (not sure if this works)
3 betta food varieties 
Vacation feeders (I don't recommend these save for emergencies - if you can get someone to care for your fish that's best) 
Net 
Tank siphon Vacuum

Longer explanations of items:

Dimensiona of the tank are (in inches) 20l, 11 3/4h, 10 1/4w

The Elive filter has Expanded clay as media. You can take off the top and Plant a fish-safe plant (for example bamboo, wheatgrass, basil, peace lily, pothos, Arrowhead plant [happy to offer a cutting of this] lucky bamboo, thyme, catnip, mint, cilantro, peppers, green beans, lettuce, micro greens, and more) which will remove pollutants from the water and act as a natural filter. 

I personally felt that wouldn't be enough filtration so I added the Cascade 300 with physical, chemical, and biological underwater filtration. It also ensures there's not too much current for delicate fish like Bettas since you can turn the output to the glass. 

Long tweezers (for planting or moving lighter things mostly)

Thermometer (simple sticker kind)

Heater 

Deckey aquarium light RGB Multi-color LED lights for 14.8-20.6incg fish tank extendable light 36LED 8W + IR Remote controller 
(this is a really nice light. It has sooooo many options for color and brightness and patterns. I tend to only use a white or yellow light and on special occasions the slow changing of colors. I think the crazy strobe stuff would be stressful for the fish so I don't recommend using those settings on the tank.)

His current foods are pellets, flakes, and longer bits. He isn't too fond of freeze dried bloodworms suprisingly but likes other treats.

Tank siphon vacuum - for cleaning 

I have paper on the back of the tank to make things look more finished and stop light from getting in from behind. It's easily removable.  

Unfortunately Bellamy does have torn fins at the moment from a mishap with Seiryu stone (which has since been removed from his tank) but he is recovering quickly with medication.

Please message me if you're interested and have an offer. This would be everything needed. Willing to drive to a public space near you.

Ideally looking for people who either have done research or already have fish experience and are willing to put in maintenance to take care of these beautiful little creatures.",good
65,20 gallon Fish Tank with all Accessories + cloud mountain minnows ansh,120,https://images.craigslist.org/00u0u_ljDa375ggQP_600x450.jpg,"Hello, due to personal circumstances I am unable to keep my tanks and am looking for a good home for my fish. I am asking for an adoption fee but my preference will be someone who knows how to care for fish/is willing to learn over someone able to offer more. I have two tanks - a 10 gallon with a male betta and a 20 gallon with 5 cloud mountain minnows and 2 upside-down catfish.  

The 20gallon tank comes with 
Short list:

5 cloud mountain minnows and 2 upside-down catfish 
20 gallon tank 
Stand
Aqua-tech 20-40 filter
1 extra filter cartridge 
Seachem flourish glue 
Wooden fake tree on stone
Red Lavarock 
A few live plants 
Aquarium air pump (good for shrimp) 
Seachem Prime - concentrated conditioner for marine and freshwater 500ml/16.9fl oz
Seachem stress guard 500ml/16.9fl oz
Seachem stability - new tank stabilization system for marine and freshwater 500ml/16.9fl oz
Ammonia clear 2 tabs
Freshwater aquarium/fish safe plant fertilizer
10 day feeder
3 Seiryu stones 
Long tweezers
24'' fluorescent tank light with cover 
Thermometer 
API Freshwater Master test kit 
Net
Bamboo toothbrush for cleaning 
Topfin algea cleaning razor 
ph down 
3 food types 
Tank siphon vacuum


More explanatory list: 

5 cloud mountain minnows and 2 upside-down catfish. The catfish are at least 10 years old now and they are nocturnal and hide most of the time. The minnows are at least 3 years old - two are the yellow variation. 

20 gallon tank - 24 (l) x 16 1/2 (h) x 12 1/4 (w)
+ Aqua-tech 20-40 filter
+ Stand

All-glass aquarium Inc 24'' fluorescent aquarium reflector/light - 120v, 19 watt, 60hz. These bulbs last for years. Some salt buildup on the clear plastic  but it doesn't effect anything. 

APC power saving surge protector with many timers (this allows you to have the light and whatever else you plug into the 4 slots turn off/on on a timer. Has many timer options.) 

Seachem flourish glue - this is aquarium safe glue if you're doing a little DIY 

Wooden fake tree on stone - if you put moss on this it looks like cute mini tree and is blends in on the lava rock. 

Red Lavarock - this is actually really valuable. Pieces this size go upwards of $50 each at times. I think I got them all for $70. Plants love rooting into them, especially anubias (which don't like actual substrate). 

A few live plants (2 anubias who do not react super well to big water changes so they may be a bit worse for wear.)

Aquarium air pump (good for shrimp and some other fish.)

Seachem Prime - concentrated conditioner for marine and freshwater 500ml/16.9fl oz
Seachem stress guard 500ml/16.9fl oz
Seachem stability - new tank stabilization system for marine and freshwater 500ml/16.9fl oz
Ammonia clear 2 tabs (should only be used in emergencies. Regular water changes and using stability as directed should render this unecessary) 
10 day feeder (should only to be used in emergencies as well, not great on tanks or fish)
3 Seiryu stones (another very valuable hardscaping rock. These are about medium sized.) 
24'' fluorescent tank light with cover 
Thermometer (the sticker kind)
API Freshwater Master test kit (super useful! Also worth $30.)
Net
Bamboo toothbrush for cleaning rocks
Topfin algea cleaning razor 
Ph down liquid
3 food types - shrimp pellets, and two types of tropical flakes 
Tank siphon Vacuum (used to clean the tank) 

I have paper on the back of the tank to make things look more finished and stop light from getting in from behind. It's easily removable. 


Please message me if you're interested and have an offer.
This would be everything needed. Willing to drive to a public space near you.
Ideally looking for people who either have done research or already have fish experience and are willing to put in maintenance to take care of these beautiful little creatures.",good
66,Painted 20ft Containers,,https://images.craigslist.org/00O0O_35RJcBrd9XH_600x450.jpg,"New Year Sale !!!    
Painted 20ft Shipping Containers For Sale!!   
Ask me any Container Question if I Can’t Answer it Correctly $100.00 off your Container Purchase Price !!

Call Robert 757-43 5-7816",
67,YOUNG ADULT RABBIT FOR SALE,,https://images.craigslist.org/00X0X_98uVXyhwnYg_600x450.jpg,"Young adult MALE Rabbit for sale - he is not neutered. Jupiter is a lion haired teenage rabbit for sale - price negotiable. I have a rabbit hutch for him that is perfect in size for him - the hutch is 50$. I also have the food and supplies needed to care for him.
He's very relaxed and will even lick you if he's comfortable enough. Please do rabbit research before considering buying. He loves lettuce and spinach and running around in open space.",new
68,North Face Surge II Backpack,175,https://images.craigslist.org/00d0d_jOhCzKthfDA_600x450.jpg,"Brand new backpack, has not been opened, perfect for all levels of schooling, including college. Good for business trips, traveling, and storage unit. Has lots of space and pockets for dividing. Carries heavy weight well and does not carry strain on your back.",new
69,NEW LISTING & OPEN HOUSE! 1107 Grove Avenue,1474950,https://images.craigslist.org/00404_dr62dPMIMJw_600x450.jpg,"OPEN HOUSE this Sunday, February 16th, 1-4 pm. Come by and take a tour of this stunning home!

The West-Bocock House is a stunning & unique Historic Fan home w/ gorgeous details & rich history. c. 1870 with TOTAL renovation complete in 2020. Grand formal rooms w/ fireplaces, floor to ceiling windows, loads of natural light & lovely balconies & porches. The gourmet kitchen is over the top with Carrara marble waterfall island focal point & top of the line Sub-zero & Wolf appliances. The master suite is an owner's oasis w/ coffered ceilings, marble fireplace, private balcony & a two-room walk-in closet w/ built-ins. En suite marble bath w/ huge all-glass shower & large double vanity. 3 other bedrooms & two full baths on the 2nd floor mean lots of flex space w/ the 3rd floors large open space w/ it's own full bath and rooftop deck access to the gorgeous views! The fully finished basement is 1,311 sq. ft. of versatility. Plenty of space for the family room, office & a home gym in addition to the large laundry room. 762 sq. ft. of outdoor enjoyment on the balconies & porches in addition to the lovely courtyard w/ a fountain & fire pit! Double Fan lot with driveway, off-street parking for 6/8 cars, & 2 car garage! This unique home will be gone quickly! Make your appointment today!","

more ads  by this user        
"
70,2020 Viper FY35 8000# LP Kubota Engine New Forklift,28950,https://images.craigslist.org/00v0v_5HtDPndAVJf_600x450.jpg,"YEAR: 2020
MAKE: VIPER
MODEL: FY35

8000LB CAPACITY
3 STAGE MAST
89” LOWERED
189” RAISED
AIR PNEUMATIC TIRES
KUBOTA 2.5L ENGINE
LPG FUEL
LOAD BACKREST
BACKUP ALARM
LED LIGHTS AND TURN SIGNALS
TWIN USB POWER/CHARGING PORTS
SIDE SHIFTER
48” FORKS
12 MO / 2000 HOUR WARRANTY
SERVICEABLE BY ANY DEALER IN THE UNITED STATES

$28950


CALL OR TEXT ME ANYTIME 24/7!!! MY NAME IS DAVE 331.465.9622

CAN’T FIND WHAT YOU’RE LOOKING FOR? EMAIL ME! DAVID @LIFTINVENTORY.COM

I HAVE OVER 300 UNITS IN STOCK AT ALL TIMES. WE ARE NOT A BROKER! DEAL DIRECT AND WE CAN SEND A VIDEO OR ANY OTHER TYPE OF MEDIA FOR ANY UNIT IN OUR LOT!

***NATIONWIDE SHIPPING AVAILABLE TO YOUR DOOR***

***FINANCING FOR ALL TYPES OF CREDIT AVAILABLE!***

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

VIPER CATERPILLAR TELEHANDLER FORKLIFT BOOMLIFT BOOM LIFT CASE CLARK DOOSAN DAEWOO GENIE KOMATSU LINDE JLG SKYTRAK SKYJACK HYSTER TOYOTA NISSAN

MITSUBISHI LINDE KOMATSU HYUNDAI HYSTER GENIE DOOSAN DAEWOO CLARK CASE VIPER YALE UNICARRIER PNEUMATIC CUSHION DUAL DRIVE GAS DIESEL LPG DUAL FUEL

FORKLIFT TELEHANDER BOOM LIFT MAN LIFT SCISSOR LIFT TOW LIFT 3000 4000 5000 6000 7000 8000 9000 10000 11000 12000 13000 14000 15000 15500 HI LO LB KG

CATERPILLAR CASE LULL CLARK DOOSAN DAEWOO GENIE KOMATSU LINDE JLG SKYTRAK SKYJACK HYSTER TOYOTA NISSAN MITSUBISHI LINDE KOMATSU HYUNDAI HYSTER GENIE DOOSAN DAEWOO CLARK CASE VIPER YALE PNEUMATIC CUSHION DUAL DRIVE GAS DIESEL LPG DUAL FUEL FORKLIFT TELEHANDER BOOM LIFT MAN LIFT SCISSOR LIFT TOW LIFT WHEEL LOADER BUCKET HANDLER 3000 4000 5000 6000 7000 8000 9000 10000 11000 12000 13000 14000 15000 15500 HI LO LB KG AISLE-MASTER , ALLIS-CHALMERS , ARTISON , ATLET , AUSA , AUTOLIFT , BAKER , BAOLI , BARRETT , BATTIONI & PAGANI , BAUMANN , BENDI , BIG JOE , BLUE GIANT , BONSER , BOSS , BRIGHT , BRISTOL MFG , BROUWER , BT LIFTS , CASE , CAT , CDS , CESAB , CHAMP , CHERY CLARK , CLIMAX , COBRA , COMBILIFT , COMMANDER , CROWN , CVS FERRARI , DAEWOO , DANTRUCK , DATSUN , DEERE , DESTA , DOCKSTOCKER , DONKEY , DOOSAN , DOOSAN DAEWOO , DREXEL , EAGLE PICHER , EAVES , ELWELL PARKER , ENTWISTLE , ERICKSON , EUROYEN , FANTUZZI , FEELER , FENWICK , FIAT , FLEXI , FORANO , G941 , GLOBAL POWER , GOODSENSE , GREGORY , HALLA , HAMECH , HANGCHA , HARLO , HEDEN , HELI , HENLEY , HOIST , HUBTEX , HYSTER , HYTRAK , HYUNDAI , ICEM , INGERSOLL-RAND , INTERNATIONAL , JAC , JCB , JUMBO , JUNGHEINRICH , KALMAR , KD , KESMAC , KOMATSU , KONECRANES , LAFIS , LANCER BOSS , LANSING , LANSING HENLEY , LEES , LEWIS-SHEPARD , LIFT KING , LIFT MASTER , LIFTER , LIFT-IT , LIFT-RITE , LINDE , LION LIFTALL , LIUGONG , LOAD LIFTER , LOADMAC , LONKING , LOWRY , LUGLI , LULL , LUNA , MAINLINE , MANITOU , MARTINI & DURANTI , MASSEY-FERGUSON , MASTER CRAFT , MATBRO , MAXIMAL , MAXLIFT , MDB TECHNOLOGY , MIAG , MIC , MIGHTYLIFT , MILLER , MITSUBISHI , MOBILE , MOFFETT , MULTITON , MYLER-APACHE , NAVIGATOR , NICHIYU , NISSAN , NOBLE , NUOVA DETAS , NYK , O & K , OM , OM PIMESPO , OMEGA , OMEGA LIFT , OMG , ORION , OTO , PALFINGER , PETTIBONE , POWERLIFT , POWERLIFT HC , PRAMAC , PRIME-MOVER , PRINCETON , RAYMOND , RHINO , RICO , ROCLA , ROL-LIFT , RONDEBULT , ROYAL , SAMAG , SAMSUNG , SANDERSON , SCHAEFF , SEEGRID , SELLICK , SMV , SPYDER , SROKA , STARKE , STEINBOCK , STIHL , STILL , STONE , SUMITOMO , SVETRUCK , TAILIFT , TAYLOR , TCI , TCM , TEREX , TITAN , TOVEL , TOWMOTOR , TOYOTA , TUSK , UN , UNICARRIERS , URO , UROMAC , USNR , USTC , UTILEV , VALLEE , VALMAR , VALMET , VERSA-LIFT , VIKING , VIPER , VKP , WALDON , WARNER-SWASEY , WECAN , WHITE , WIGGINS , WINDHAM , XCMG , YALE , YANG IRON WORKS , ATHEY , BELOTTI , BOBCAT , BPI , CARELIFT , CHRYSLER , CLAAS , DEUTZ FAHR , DIECI , DYNALIFT , FARESIN HAULOTTE , FARESIN INDUSTRIES , GEHL , GENIE , GIANT , GRADALL , HAULOTT , JLG , KALMAR , KOEHRING , KRAMER-ALLRAD , LANDOLL , LIEBHERR , LOED , MAGNI , MERLO , MUSTANG , NEW HOLLAND , PPM , SAMBRON , SENNEBOGEN , SISU , SKY TRAK , SKYJACK , SMARTLIFT , TEREX FANTUZZI , TEREX PPM , TRAVERSE LIFT , WACKER NEUSON , WEIDEMANN , XTREME MFG","

more ads  by this user        
"
71,2020 VIPER FY30 6600# LP PNEUMATIC FORKLIFT,21950,https://images.craigslist.org/00B0B_ffKDSMASofB_600x450.jpg,"YEAR: 2020
MAKE: VIPER
MODEL: FY30

6600LB CAPACITY
3 STAGE MAST
89” LOWERED
189” RAISED
AIR PNEUMATIC TIRES
KUBOTA 2.5L ENGINE
LPG FUEL
LOAD BACKREST
BACKUP ALARM
LED LIGHTS AND TURN SIGNALS
TWIN USB POWER/CHARGING PORTS
SIDE SHIFTER
48” FORKS
12 MO / 2000 HOUR WARRANTY
24 MO / 2000 FULL ENGINE WARRANTY
36 MO / 3000 MAJOR ENGINE COMPONENTS WARRANTY
SERVICEABLE BY ANY DEALER IN THE UNITED STATES

$21950

CALL OR TEXT ME ANYTIME 24/7!!! MY NAME IS DAVE 331.465.9622

CAN’T FIND WHAT YOU’RE LOOKING FOR? EMAIL ME! DAVID @LIFTINVENTORY.COM

I HAVE OVER 300 UNITS IN STOCK AT ALL TIMES. WE ARE NOT A BROKER! DEAL DIRECT AND WE CAN SEND A VIDEO OR ANY OTHER TYPE OF MEDIA FOR ANY UNIT IN OUR LOT!

***NATIONWIDE SHIPPING AVAILABLE TO YOUR DOOR***

***FINANCING FOR ALL TYPES OF CREDIT AVAILABLE!***

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

VIPER CATERPILLAR TELEHANDLER FORKLIFT BOOMLIFT BOOM LIFT CASE CLARK DOOSAN DAEWOO GENIE KOMATSU LINDE JLG SKYTRAK SKYJACK HYSTER TOYOTA NISSAN

MITSUBISHI LINDE KOMATSU HYUNDAI HYSTER GENIE DOOSAN DAEWOO CLARK CASE VIPER YALE UNICARRIER PNEUMATIC CUSHION DUAL DRIVE GAS DIESEL LPG DUAL FUEL

FORKLIFT TELEHANDER BOOM LIFT MAN LIFT SCISSOR LIFT TOW LIFT 3000 4000 5000 6000 7000 8000 9000 10000 11000 12000 13000 14000 15000 15500 HI LO LB KG

CATERPILLAR CASE LULL CLARK DOOSAN DAEWOO GENIE KOMATSU LINDE JLG SKYTRAK SKYJACK HYSTER TOYOTA NISSAN MITSUBISHI LINDE KOMATSU HYUNDAI HYSTER GENIE DOOSAN DAEWOO CLARK CASE VIPER YALE PNEUMATIC CUSHION DUAL DRIVE GAS DIESEL LPG DUAL FUEL FORKLIFT TELEHANDER BOOM LIFT MAN LIFT SCISSOR LIFT TOW LIFT WHEEL LOADER BUCKET HANDLER 3000 4000 5000 6000 7000 8000 9000 10000 11000 12000 13000 14000 15000 15500 HI LO LB KG AISLE-MASTER , ALLIS-CHALMERS , ARTISON , ATLET , AUSA , AUTOLIFT , BAKER , BAOLI , BARRETT , BATTIONI & PAGANI , BAUMANN , BENDI , BIG JOE , BLUE GIANT , BONSER , BOSS , BRIGHT , BRISTOL MFG , BROUWER , BT LIFTS , CASE , CAT , CDS , CESAB , CHAMP , CHERY CLARK , CLIMAX , COBRA , COMBILIFT , COMMANDER , CROWN , CVS FERRARI , DAEWOO , DANTRUCK , DATSUN , DEERE , DESTA , DOCKSTOCKER , DONKEY , DOOSAN , DOOSAN DAEWOO , DREXEL , EAGLE PICHER , EAVES , ELWELL PARKER , ENTWISTLE , ERICKSON , EUROYEN , FANTUZZI , FEELER , FENWICK , FIAT , FLEXI , FORANO , G941 , GLOBAL POWER , GOODSENSE , GREGORY , HALLA , HAMECH , HANGCHA , HARLO , HEDEN , HELI , HENLEY , HOIST , HUBTEX , HYSTER , HYTRAK , HYUNDAI , ICEM , INGERSOLL-RAND , INTERNATIONAL , JAC , JCB , JUMBO , JUNGHEINRICH , KALMAR , KD , KESMAC , KOMATSU , KONECRANES , LAFIS , LANCER BOSS , LANSING , LANSING HENLEY , LEES , LEWIS-SHEPARD , LIFT KING , LIFT MASTER , LIFTER , LIFT-IT , LIFT-RITE , LINDE , LION LIFTALL , LIUGONG , LOAD LIFTER , LOADMAC , LONKING , LOWRY , LUGLI , LULL , LUNA , MAINLINE , MANITOU , MARTINI & DURANTI , MASSEY-FERGUSON , MASTER CRAFT , MATBRO , MAXIMAL , MAXLIFT , MDB TECHNOLOGY , MIAG , MIC , MIGHTYLIFT , MILLER , MITSUBISHI , MOBILE , MOFFETT , MULTITON , MYLER-APACHE , NAVIGATOR , NICHIYU , NISSAN , NOBLE , NUOVA DETAS , NYK , O & K , OM , OM PIMESPO , OMEGA , OMEGA LIFT , OMG , ORION , OTO , PALFINGER , PETTIBONE , POWERLIFT , POWERLIFT HC , PRAMAC , PRIME-MOVER , PRINCETON , RAYMOND , RHINO , RICO , ROCLA , ROL-LIFT , RONDEBULT , ROYAL , SAMAG , SAMSUNG , SANDERSON , SCHAEFF , SEEGRID , SELLICK , SMV , SPYDER , SROKA , STARKE , STEINBOCK , STIHL , STILL , STONE , SUMITOMO , SVETRUCK , TAILIFT , TAYLOR , TCI , TCM , TEREX , TITAN , TOVEL , TOWMOTOR , TOYOTA , TUSK , UN , UNICARRIERS , URO , UROMAC , USNR , USTC , UTILEV , VALLEE , VALMAR , VALMET , VERSA-LIFT , VIKING , VIPER , VKP , WALDON , WARNER-SWASEY , WECAN , WHITE , WIGGINS , WINDHAM , XCMG , YALE , YANG IRON WORKS , ATHEY , BELOTTI , BOBCAT , BPI , CARELIFT , CHRYSLER , CLAAS , DEUTZ FAHR , DIECI , DYNALIFT , FARESIN HAULOTTE , FARESIN INDUSTRIES , GEHL , GENIE , GIANT , GRADALL , HAULOTT , JLG , KALMAR , KOEHRING , KRAMER-ALLRAD , LANDOLL , LIEBHERR , LOED , MAGNI , MERLO , MUSTANG , NEW HOLLAND , PPM , SAMBRON , SENNEBOGEN , SISU , SKY TRAK , SKYJACK , SMARTLIFT , TEREX FANTUZZI , TEREX PPM , TRAVERSE LIFT , WACKER NEUSON , WEIDEMANN , XTREME MFG","

more ads  by this user        
"
72,2020 VIPER FY18 3500# LP PNEUMATIC FORKLIFT,18950,https://images.craigslist.org/01515_kF51tZ7zaut_600x450.jpg,"YEAR: 2020
MAKE: VIPER
MODEL: FY18

3500LB CAPACITY
3 STAGE MAST
84” LOWERED
189” RAISED
AIR PNEUMATIC TIRES
LPG FUEL
MITSUBISHI 2.4 ENGINE
LOAD BACKREST
BACKUP ALARM, LIGHTS AND TURN SIGNALS
OPTIONAL SIDE SHIFTER SHOWN
48” FORKS
12 MO / 2000 HOUR WARRANTY
4000 HOUR POWERTRAIN EXTENDED WARRANTY AVAILABLE
SERVICEABLE BY ANY DEALER IN THE UNITED STATES

SALE PRICE $18950


CALL OR TEXT ME ANYTIME 24/7!!! MY NAME IS DAVE 331.465.9622

CAN’T FIND WHAT YOU’RE LOOKING FOR? EMAIL ME! DAVID @LIFTINVENTORY.COM

I HAVE OVER 300 UNITS IN STOCK AT ALL TIMES. WE ARE NOT A BROKER! DEAL DIRECT AND WE CAN SEND A VIDEO OR ANY OTHER TYPE OF MEDIA FOR ANY UNIT IN OUR LOT!

***NATIONWIDE SHIPPING AVAILABLE TO YOUR DOOR***

***FINANCING FOR ALL TYPES OF CREDIT AVAILABLE!***

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

VIPER CATERPILLAR TELEHANDLER FORKLIFT BOOMLIFT BOOM LIFT CASE CLARK DOOSAN DAEWOO GENIE KOMATSU LINDE JLG SKYTRAK SKYJACK HYSTER TOYOTA NISSAN

MITSUBISHI LINDE KOMATSU HYUNDAI HYSTER GENIE DOOSAN DAEWOO CLARK CASE VIPER YALE UNICARRIER PNEUMATIC CUSHION DUAL DRIVE GAS DIESEL LPG DUAL FUEL

FORKLIFT TELEHANDER BOOM LIFT MAN LIFT SCISSOR LIFT TOW LIFT 3000 4000 5000 6000 7000 8000 9000 10000 11000 12000 13000 14000 15000 15500 HI LO LB KG

CATERPILLAR CASE LULL CLARK DOOSAN DAEWOO GENIE KOMATSU LINDE JLG SKYTRAK SKYJACK HYSTER TOYOTA NISSAN MITSUBISHI LINDE KOMATSU HYUNDAI HYSTER GENIE DOOSAN DAEWOO CLARK CASE VIPER YALE PNEUMATIC CUSHION DUAL DRIVE GAS DIESEL LPG DUAL FUEL FORKLIFT TELEHANDER BOOM LIFT MAN LIFT SCISSOR LIFT TOW LIFT WHEEL LOADER BUCKET HANDLER 3000 4000 5000 6000 7000 8000 9000 10000 11000 12000 13000 14000 15000 15500 HI LO LB KG AISLE-MASTER , ALLIS-CHALMERS , ARTISON , ATLET , AUSA , AUTOLIFT , BAKER , BAOLI , BARRETT , BATTIONI & PAGANI , BAUMANN , BENDI , BIG JOE , BLUE GIANT , BONSER , BOSS , BRIGHT , BRISTOL MFG , BROUWER , BT LIFTS , CASE , CAT , CDS , CESAB , CHAMP , CHERY CLARK , CLIMAX , COBRA , COMBILIFT , COMMANDER , CROWN , CVS FERRARI , DAEWOO , DANTRUCK , DATSUN , DEERE , DESTA , DOCKSTOCKER , DONKEY , DOOSAN , DOOSAN DAEWOO , DREXEL , EAGLE PICHER , EAVES , ELWELL PARKER , ENTWISTLE , ERICKSON , EUROYEN , FANTUZZI , FEELER , FENWICK , FIAT , FLEXI , FORANO , G941 , GLOBAL POWER , GOODSENSE , GREGORY , HALLA , HAMECH , HANGCHA , HARLO , HEDEN , HELI , HENLEY , HOIST , HUBTEX , HYSTER , HYTRAK , HYUNDAI , ICEM , INGERSOLL-RAND , INTERNATIONAL , JAC , JCB , JUMBO , JUNGHEINRICH , KALMAR , KD , KESMAC , KOMATSU , KONECRANES , LAFIS , LANCER BOSS , LANSING , LANSING HENLEY , LEES , LEWIS-SHEPARD , LIFT KING , LIFT MASTER , LIFTER , LIFT-IT , LIFT-RITE , LINDE , LION LIFTALL , LIUGONG , LOAD LIFTER , LOADMAC , LONKING , LOWRY , LUGLI , LULL , LUNA , MAINLINE , MANITOU , MARTINI & DURANTI , MASSEY-FERGUSON , MASTER CRAFT , MATBRO , MAXIMAL , MAXLIFT , MDB TECHNOLOGY , MIAG , MIC , MIGHTYLIFT , MILLER , MITSUBISHI , MOBILE , MOFFETT , MULTITON , MYLER-APACHE , NAVIGATOR , NICHIYU , NISSAN , NOBLE , NUOVA DETAS , NYK , O & K , OM , OM PIMESPO , OMEGA , OMEGA LIFT , OMG , ORION , OTO , PALFINGER , PETTIBONE , POWERLIFT , POWERLIFT HC , PRAMAC , PRIME-MOVER , PRINCETON , RAYMOND , RHINO , RICO , ROCLA , ROL-LIFT , RONDEBULT , ROYAL , SAMAG , SAMSUNG , SANDERSON , SCHAEFF , SEEGRID , SELLICK , SMV , SPYDER , SROKA , STARKE , STEINBOCK , STIHL , STILL , STONE , SUMITOMO , SVETRUCK , TAILIFT , TAYLOR , TCI , TCM , TEREX , TITAN , TOVEL , TOWMOTOR , TOYOTA , TUSK , UN , UNICARRIERS , URO , UROMAC , USNR , USTC , UTILEV , VALLEE , VALMAR , VALMET , VERSA-LIFT , VIKING , VIPER , VKP , WALDON , WARNER-SWASEY , WECAN , WHITE , WIGGINS , WINDHAM , XCMG , YALE , YANG IRON WORKS , ATHEY , BELOTTI , BOBCAT , BPI , CARELIFT , CHRYSLER , CLAAS , DEUTZ FAHR , DIECI , DYNALIFT , FARESIN HAULOTTE , FARESIN INDUSTRIES , GEHL , GENIE , GIANT , GRADALL , HAULOTT , JLG , KALMAR , KOEHRING , KRAMER-ALLRAD , LANDOLL , LIEBHERR , LOED , MAGNI , MERLO , MUSTANG , NEW HOLLAND , PPM , SAMBRON , SENNEBOGEN , SISU , SKY TRAK , SKYJACK , SMARTLIFT , TEREX FANTUZZI , TEREX PPM , TRAVERSE LIFT , WACKER NEUSON , WEIDEMANN , XTREME MFG","

more ads  by this user        
"
73,1970 Cadillac,10000,https://images.craigslist.org/00O0O_7AuaECihjFZ_600x450.jpg,Super clean 70 sedan deville garage kept new paint 26 inch wheels runs excellent no issues.serious inq only firm price.,
