,title,price,img,post,condition
10,2016 HYUNDAI SONATA - LOADED,8500,https://images.craigslist.org/00u0u_937O5vnJLVA_600x450.jpg,"2016 HYUNDAI SONATA - LOADED 
Make: Hyundai
Model: Sonata 3.2 liter / Automatic
Low miles 63,400




New arrival !!! 2016 Hyundai Sonata - nicely loaded - clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 


Premium Sound system
Everything works
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great

A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
I am selling this Sonata, thousands below its market value, because it comes with Rebuilt title after a fender bender accident.  Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2016 hyundai sonata
11,1997 Mercedes E320 - DRIVES GREAT - Trade in,1500,https://images.craigslist.org/00o0o_hDH4VM2CaaK_600x450.jpg,"1997 Mercedes E320 - SOLID 
Make: Mercedes
Model: 3.2 liter / Automatic
Low miles 213,900




New trade in 1997 Mercedes E320 - this car is solid, four owners, no accidents.  Drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 


A/C Blows Cold
Heat works


CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",1997 Mercedes E320
12,2010 Hyundai Santa Fe - ONE OWNER - RVA MOTORS,6500,https://images.craigslist.org/01616_4XUv1XMur6m_600x450.jpg,"2010 HYUNDAI SANTA FE - LOADED 
Make: HYUNDAI
Model: Santa Fe - Premium Edition - 2.4 liter / Automatic
Low miles 129,500




New arrival !!! 2010 Hyundai Santa Fe - clean inside and out - drives great, new Virginia Inspection.  Good looking and spacious SUV all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Bluetooth - Hands Free
Premium Sound system
A/C blows cold interior
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great

One Owner



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2010 hyundai santa fe
13,2012 Volkswagen Jetta TDi Station Wagon - Diesel - RVA Motors,5900,https://images.craigslist.org/00E0E_hiHwyHqXe9g_600x450.jpg,"2012 Volkswagen Jetta Station Wagon - LOADED 
Make: Volkswagen
Model: Jetta - Diesel - 2.0 liter / Automatic
Low miles 94,500




New arrival !!! 2012 Volkswagen Jetta Station Wagon - One Owner - LOADED.  Clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Bluetooth
Panoramic Sunroof
Leather interior
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great
Heated Seats
A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2012 volkswagen jetta
14,2011 Hyundai Sonata - ONE Owner - RVA Motors,6900,https://images.craigslist.org/00z0z_gBmODOu6D4h_600x450.jpg,"2011 Hyundai Sonata - One Local Owner 
Make: Hyudai
Model: Sonata 2.4 liter / Automatic
Low miles 103,600




New arrival !!! 2011 Hyundai Sonata - One owner - no accidents -  Clean inside and out - drives great, new Virginia Inspection. Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 


2 Fob and 3 Keys
Premium Sound
POWER everything 
Clean inside and out
GoodYear assurance all around tires have plenty of thread left !!!
Drives great

A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2011 hyundai sonata
15,2014 Jeep Compass - RVA Motors,5900,https://images.craigslist.org/00V0V_lrF7sGsGtCT_600x450.jpg,"2014 Jeep Compass - nicely loaded
Make: Jeep
Model: Compass 2.4 liter / Automatic
Low miles 128,200




New arrival !!! 2014 Jeep Compass - 2 local owners - clean inside and out - drives great, new Virginia Inspection.   Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 


Premium Sound system
Bluetooth
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great

A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2014 jeep compass sport
16,"2014 Scion xB, 82xxx miles",5600,https://images.craigslist.org/00y0y_cGnAic4op7n_600x450.jpg,"2014 Scion xB with 82xxx miles on it. Drives great with no issues. Lots of cargo space. Everything works. Worth $8500 on KBB. Selling it for $5600 slightly negotiable. Has a rebuilt title but was in a very minor accident. I have proof. 

Call or text  show contact info
 if interested or have any questions.",2014 Scion xB
17,2014 BMW 320i,11500,https://images.craigslist.org/00i0i_g91PBHWwDnX_600x450.jpg,"2014 BMW 320i.  Low milage clean car in very good to excellent condition.  Just inspected
good to January 2021.",2014 BMW 320i
18,2011 Volvo C30,7100,https://images.craigslist.org/01010_dtCGoSvmABu_600x450.jpg,"2011 Volvo C30 for sale. Recently serviced, interior detailed, new Michelin tires and new Volvo battery. 105,000 thousand miles on the odometer. I am the second owner. Very well maintained by the professionals at the Volvo dealership of Midlothian. Very smooth driving car. Plenty of cargo space since the back seats fold down. Very safe vehicle which is perfect for a new or experienced driver.  Clean title in my name. Test drives only allowed with cash in hand. Thanks. 

Please call or Text  show contact info",2011 volvo c30
19,2009 Mercedes Benz E350 4Matic,7500,https://images.craigslist.org/01212_3Q1j5WR7mta_600x450.jpg,Nicely kept 2009 Mercedes Benz E350 4Matic for sale. New tires and maintenance performed on time! Call Abe to get this in your driveway,2009 mercedes benz e350
20,2000 Nissan Altima SE 5spd MECHANICS SPECIAL,650,https://images.craigslist.org/01111_hFE4Iwh7qiY_600x450.jpg,"MECHANICS SPECIAL 
(Car starts but isnt running right)

Silver 2000 Nissan Altima SE 210xxx miles w/title
Starts and runs, but it starting and idling hard and isn't running right.

Codes:
P0340
P0400
P0325

Description:
5spd manual (good clutch and master/slave cylinders)
Power windows
4 door
Sunroof
CD and cassette player
Decent speakers
Heat works /AC worked last year, but doesn’t currently.
Interior in good shape

Work done within the past 2 years:
Replaced alternator And battery
Replaced radiator
Resealed valve cover
Replaced distributor spark plugs and plugwires (twice)
Replaced slave cylinder

Past year:
New fuel pump and lines
New front left caliper and all brake pads
New headlights
Fresh oil change done this month.
Probably some other things I forgot about.



Other minor issues:
Driver side window needs a new controller module, button broke,currently doesn’t roll down.
Sometimes the dashboard freezes
AC worked last year but not currently working.
Crack in the bottom of wind shield.
Needs new tires to pass inspection.


Car is not safely drivable to a destination, must get towed. I can provide the tow free of charge once the vehicle is purchased.

$650 obo cash, local only.
Im looking to purchase a van (Astrovan, econoline, safari, savannah type van)
Willing to trade plus cash for a Van.

Feel free to e-mail with any more questions.",2000 Nissan Altima
21,2013 Dodge Dart SXT - Low Miles - Drives great,5800,https://images.craigslist.org/01414_9BINNqUsegE_600x450.jpg,"2013 Dodge Dart SXT 
Make: Dodge
Model: Dart 2.0 liter / Automatic
Low miles 80,500




New arrival !!! 2013 Dodge Dart SXT nicely loaded. Clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Power windows
Power locks
Bluetooth
USB ports 
Clean inside and out
Tires have plenty of thread left !!!
Drives great

A/C Blows Cold
Heat works


CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2013 Dodge Dart
22,2001 Toyota tacoma Super Cab 2wd 116k low miles,3500,https://images.craigslist.org/00k0k_7insO3YRN80_600x450.jpg,"I'm selling my 2001 Toyota tacoma Super Cab for $3500 please come take a look in make me offer  I'm Going out the country next week thank you God bless  show contact info
 low miles 116k
Please call only  I do not take text messages",2006 2001 Toyota tacoma Super Cab
23,2001 F150 4x4 Super Cab run and drive excellent,4700,https://images.craigslist.org/00K0K_8Q7HnebHGh0_600x450.jpg,"Please no rush to selling it because I still use it to this day the truck looks great run excellent 4x4 works great Everything work's like should be the truck needs nothing kept will maintain the truck have new engine with 160k
In the  Transmission Less than 15k miles runs very Smooth and strong truck i spend a lot of money and new parts ok thank you good luck the only reason I'm selling because I bought new truck that's about it more information call or text  show contact info
...thank",2002 2001 F150 4x4 Super Cab run good
24,2015 Volkswagen GTI - LOADED - 28K - RVA Motors,12400,https://images.craigslist.org/00c0c_77RWXmQd9vT_600x450.jpg,"2015 Volkswagen Golf GTI - LOADED 
Make: Volkswagen
Model: 2.0 liter / Automatic
Low miles 28,300




New arrival !!! 2015 Volkswagen GTI - loaded - clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

2 FOB Keys
Premium Sound system
ONLY 28K miles
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great

A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  This GTI is a Virginia car and priced thousands below its market value, because it comes with rebuild title.  The second owner hit a deer a month after purchasing it.   The car drives great.  Stop by RVA Motors for a test drive.

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2015 volkswagen gti
25,2007 Acura RDX - ONE Owner - Drives Great - Financing Warranty,6400,https://images.craigslist.org/01111_cjVKtU7XO8L_600x450.jpg,"2007 Acura RDX - LOADED 
Make: Acura RDX
Model: 2.3 liter / Automatic
Low miles 138,200




New arrival !!! 2005 Acura RDX - One local owner, locally serviced.  - This Acura RDX is loaded - all-wheel-drive. Clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Memory Package
BOSE Sound system
Leather interior
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great
One owner - no accidents
A/C Blows Cold
Heated Front seats
Moonroof

CALL NOW 804 325-3080 OR 804 2127736
Processing fee of $199, title, tags and taxes are extra

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2007 acura rdx awd
26,2005 Mercedes C230 Supercharged - ONLY 80K miles,5973,https://images.craigslist.org/00Z0Z_3vdQOKYfH4o_600x450.jpg,"2005 Mercedes C230 - LOADED 
Make: Mercedes C230
Model: 1.8 liter / Automatic
Low miles 81,100




New arrival !!! 2005 Mercedes C230 - supercharged - Clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

One Owner
BOSE Sound system
Leather interior
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great
2 FOB Keys
A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2005 mercedes benz c230
27,2012 CHEVY SONIC LT - LOW MILES - RVA MOTORS,5500,https://images.craigslist.org/01010_QIfP5YDu9t_600x450.jpg,"2012 Chevy Sonic LT - LOADED 
Make: Chevy
Model: Sonic 1.8 liter / Automatic
Low miles 71,700




New arrival !!! 2012 Chevy Sonic LT model -  Clean inside and out - drives great, new Virginia Inspection.     Great car all around.  The previous owners took exception care of this Sonic regularly servicing it at local Chevrolet dealership.  Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Service records
Premium Sound system
Clean inside and out
POWER everything 
Bluetooth and AUX hook ups
Tires have plenty of thread left !!!
Drives great

A/C Blows Cold



CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2012 chevrolet sonic lt
28,2011 Hyundai Sonata - SPECIAL - RVA Motors,6900,https://images.craigslist.org/00L0L_gTXfgBYIapr_600x450.jpg,"2011 Hyundai Sonata - LOADED 
Make: Hyundai
Model: Sonata 2.4 liter / Automatic
Low miles 98,600




New arrival !!! 2011 Hyundai Sonata - clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Bluetooth
BOSE Sound system
Leather interior
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great
www.RVAMotors.US
A/C Blows Cold

www.RVAMotors.COM

CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2011 hyundai sonata
29,2011 Chevrolet Equinox LTZ AWD - Special Edition - RVA Motors,7843,https://images.craigslist.org/00v0v_aAHfgYaiY9f_600x450.jpg,"2011 Chevy Equinox LTZ- LOADED 
Make: Chevrolet
Model: Equinox 2.4 liter / Automatic
Low miles 84,500




New arrival !!! 2011 Chevrolet Equinox LTZ edition - loaded - all-wheel-drive. Clean inside and out - drives great, new Virginia Inspection.     Great car all around. Call me 804 2127736 if you have any questions or would like to schedule test drive.  We are located at 2516 N Lombardy Street, Richmond, VA 23220. 

Memory Package
Premium Sound system
Leather interior
POWER everything 
Clean inside and out
Tires have plenty of thread left !!!
Drives great
www.RVAMotors.COM
A/C Blows Cold
Navigation
Back Up camera

CALL NOW 804 325-3080 OR 804 2127736

Thank you for your interest in purchasing a vehicle from RVA Motors.  All our cars are pre purchase inspected and Virginia state inspected.  RVA Motors - we are located at 2516 N Lombardy Street, Richmond, VA 23220

For personal attention, call my cell (804) 212-7736 
Processing fee of $199, title, tags and taxes are extra

VADLR Our Inventory Includes, Honda Civic, Toyota Corolla, Toyota Camry, Nissan Maxima, Nissan Altima, Ford Taurus, Many and Many Honda Accord, Coupe, Sedan, Automatic, 5 Speed, Manual, Bmw, Acura, Integra, Acura, RL, Chevy S10, Pickup Truck, Mini Van, Chevy Venture, Chrysler Town & Country, Chrysler Convertible, Automatic",2011 chevrolet equinox ltz
