,title,price,img,post,condition
20,Stand Up Paddle Board,849,https://images.craigslist.org/00s0s_hYQBnCsM2WU_600x450.jpg,"The VERY BEST BOARDS on the market! SeaGods offers LIFETIME Warranty and 30 day love it or return it guarantee 🤙
This is perfect for beginners, for families, for dogs!

Beautiful, Sturdy, Stable inflatable Stand up Paddleboard.
All Around Board great for Flatwater, Lakes, Ocean!
Excellent for beginners
Light and strong, comes with SeaGods Lifetime Warranty!

Ultimate Accessory package:
High pressure pump, 3 piece Carbon Fiber paddle, Free Safety Leash!  Wheelie Hiking backpack.

This board is Brand New!  
Free delivery to you!
See all about the board at www.seagodssup.com

Hand crafted with premium materials and stocked with the highest grade accessories, this complete package is ready for adventure when you are. Enjoy peace of mind with SeaGods lifetime warranty.

Best all-around inflatable board for maneuverability
	10’6” x 32” x 6”
	All Around
	Flatwater/Surf
	20 PSI
	Strong and Light
	Easy to Ride
	Complete Accessory Package
	Bonus action camera mount



•	Latest MSL fusion technology and heat laminated seams
•	Exclusive Apollo UV protective spray glazing
•	Strongest PSI range for ultimate rigidity and additional weight support
•	Highest caliber bungee cargo tie down area and bonus action camera mount
•	Light to carry and quick to inflate.
•	Premium materials for surpassed military grade durability
Complete Accessory Package
	Carbon fiber paddle
	Wheeled hiking backpack
	double action high pressure pump
	US fin box with no-tool fin
	FREE 11' coil SUP leash

Dimensions
 Length – 10 foot 6 inches
 Width – 32 inches
 Thickness – 6 inches
Weight- 27 lb

Rider Weight- Up to 200 lb

Body Specs
Super reinforced 660 Denier Nylon Drop Stitch Fabric
Durable, Rigid, Rated above 20PSI
Reinforcement Layer
MSL Fusion layer to seal drop stitch fabric
Holds board shape
Creates high strength air tight body
Machine Laminated directly to drop stitch

Final layer
Military grade 1000D PVC
7mm thickness rated for 25 PSI
Durable, rigid, impact resistant
Machine laminated to MSL layer



Rails
Dual layer Military PVC
Heat Welded seams throughout NO GLUE


Deck Pad
Diamond pattern high traction EVA pad
5mm thickness and 50A rigidity

3-piece carbon fiber paddle 
3 Piece adjustable Carbon Fiber handle/shaft 36.5-81 inches
Nylon blade 8.5 inches x 17 inches

Accessories
Front 6-point tiedown with bungee
Rear tie down d-ring
Anchor tie down on front bottom 
Shoulder carry strap 
29PSI rated Scoprega Inflation Valve
Center Integrated handle
Wheelie Hiking Backpack carry bag
3-piece Carbon fiber paddle
Coil Leash
No tool 9-inch plastic fin with thumbscrew
Dual Action Inflation/Deflation pump",new
21,NIKE LEBRON XVII(17),170,https://images.craigslist.org/00909_5EW40wXKWMP_600x450.jpg,"Item specifics
Condition:	
New with box: A brand-new, unused, and unworn item (including handmade items) in the original packaging (such as ... Read more
Brand:	
Nike
US Shoe Size (Men's):	10.5	Product Line:	Nike LeBron James
Department:	Men	Type:	Athletic
Color:	
Black
**DELIVERY ONLY**",new
22,Skate bmx rail,175,https://images.craigslist.org/00N0N_aVExLaWTmiZ_600x450.jpg,"A new S&M slide pipe, assembled, but then never used (honestly).

This a much higher quality rail than most out on the market, google “S&M SlidePipe” and read about it. It can go up to a few feet high and be angled to go down stairs, ledges, etc.

When released a couple years ago it would go new for $350. They are reissuing it this year if you want to get upgrades or new parts eventually. 

I got it a few months ago new in the box  and after building it, I haven’t used it. There are tons of YouTube ads for this, please check those out. 

I’m in North Carolina, but I’d drive to you and deliver it. Thanks.",like new
23,Raquetball set,10,https://images.craigslist.org/00Q0Q_3rhqJ0sveht_600x450.jpg,See pics!,good
24,Nikon Action Binoculars 10x50 6.5 w/case,60,https://images.craigslist.org/00909_88icstPXvYE_600x450.jpg,Binoculars in excellent shape with clean Nikon case.  $60,
25,Size 10 Forum Recon Snowboard Boots,30,https://images.craigslist.org/00W0W_8EAcj9FLPPY_600x450.jpg,Title says it all. I have some size 10 Forum Recon snowboard boots for sale.,
26,Coleman camping grill,25,https://images.craigslist.org/00G0G_jEP68UEdAeC_600x450.jpg,Coleman camping grill in good condition. Only used once,
27,Giant Bike Trainer,100,https://images.craigslist.org/00u0u_a9hJuFAAZkt_600x450.jpg,"Giant bike trainer for sale 

$100 OBO 

Lightly used — need to get ride of it for upcoming move",like new
28,Benjamin high pressure hand pump,75,https://images.craigslist.org/00505_gs3wDLPGxXk_600x450.jpg,"For PCP Air guns. Used. Works great but probably due for reseal. Selling because I now have two pumps and one PCP.

75.00
Cash
Local sale",
29,Huge 38” Wheeled Duffel Bag,50,https://images.craigslist.org/00L0L_3tSZOmgRmHh_600x450.jpg,"This is a “body bag” extra large duffle in almost brand new condition - used twice. 3 wheels with telescoping handle, 2 large outside pockets, hand carry straps or long full length strap. Interior is pristine clean, exterior has some dry dust/dirt. Dimensions are 38” long, 18” wide, 18 tall. Original price was over $100. All zippers fully functional, no tears or defects.  Bottom is rigid, but top and sides collapse for storage.",like new
30,Gym Mat,50,https://images.craigslist.org/00B0B_bEjAkI3HZcH_600x450.jpg,"Heavy duty rubber gym mat. 4 ft by 6 ft and 3/4"" thick. In great condition",
31,Garmin heart rate monitor,75,https://images.craigslist.org/00V0V_5vh6DmsBTe9_600x450.jpg,"Garmin HRM-Tri Heart Rate Monitor. Purchased September 2019. Only wore twice, due to injury. In perfect condition. Currently selling on Amazon for $130",
32,Exercise  - SPRI,20,https://images.craigslist.org/00C0C_2R4FIdSKLdO_600x450.jpg,"SPRI SC-2R Braided Xertube (Level 2 - Light Resistance)

Selling SPRI exercise tube. It is braided for higher quality / snap prevention. Used once.. Selling due to lack of use.",
33,Vintage 1999 Masters Folding Chairs (2),100,https://images.craigslist.org/00Z0Z_349C224zRyF_600x450.jpg,"2 Folding chairs in great condition and still usable. No issues in folding/unfolding them and fairly lightweight. Not meant for standing on. WILL NOT DELIVER, MUST PICK THEM UP.",good
34,Soccer Cleats,100,https://images.craigslist.org/00c0c_7qXcNonhqkf_600x450.jpg,"Selling a pair of Pantofola d’Oro Lazzarini cleats, size 42 EU. I bought these last year and ended up only playing one game with them because they were just slightly too big; I normally wear a size 9.5 US Nike cleat for reference. Let me know if you have questions!",
35,Chicago White Sox Comisky Park Commemorative Photo,35,https://images.craigslist.org/00909_9V9RiDRRD2D_600x450.jpg,"Commemorative Photo of old and new Comisky Park with actual ticket stubs. Photo and frame still in good condition. WILL NOT DELIVER, MUST PICK IT UP.",good
36,Climbing Crash Pad!,120,https://images.craigslist.org/00a0a_5FxTHTiIrs2_600x450.jpg,"Awesome portable crash pad for sale. 

This thing has kept many a climber safe and sound over the past year and is looking for a new crew to hang with! I love it to death but I find myself on ropes way more frequently these days and it's just sitting on the side lines. Want something that will catch you when you fall AND look badass on your back as you traipse through the woods? This is the pad for you.

Still in incredible shape. Firm on the price.",
37,Skateboard,30,https://images.craigslist.org/00202_dIK9mv4bZ9r_600x450.jpg,"""We came as romans"" turning back roots- real talk skateboard (new)",new
